age,poverty_ratio,bmi,height_cm,gender_Male,ethnicity_Non-Hispanic Asian,ethnicity_Non-Hispanic Black,ethnicity_Non-Hispanic White,ethnicity_Other Hispanic,ethnicity_Other/Multi-Racial,education_College graduate+,education_High school/GED,education_Some college,marital_status_Living with partner,marital_status_Married,marital_status_Never married,marital_status_Widowed,bmi_category_Obese,bmi_category_Overweight,age_group_45-59,age_group_60-74,age_group_75+
-1.237930271879059,0.8950414756305752,-1.4411567529073794,-0.3107259957020019,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.653586207004367,1.531085030890159,-0.3732524508266426,0.0106528016277093,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
-0.3307878471313175,-0.3957527982785797,1.2422950830903687,-1.094086814193177,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0.7464437822566254,0.6892626783407099,0.5303588817032115,0.1311698506263532,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
-0.9544482641453896,1.531085030890159,-0.3321792084389224,1.0450908055327222,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.576354577616424,1.531085030890159,-0.5238543395816185,0.040782063877371,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-0.8410554610519221,1.531085030890159,-1.26317270256059,-0.5015446566165191,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.8598365853500931,-0.9320248154582284,0.4619034777236772,0.9346168439506342,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
0.2361761683360208,1.443784935070216,-1.290554864152404,-0.0797349851212699,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.6897473807098916,-0.8384889985082898,-0.6196919051529666,2.662027879597837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-1.4080194765192606,-0.9881463056281918,-1.4000835105196587,-0.5417170062827338,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.9544482641453896,-0.3770456348885919,1.4065880526412518,-0.8530527161958921,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
